hmdb,name,conc,biotype,pubmed,references,notes,conc_unit
HMDB0007360,DG(20:0/16:1(9Z)/0:0),0.91 - 1.24 - 1.57,blood,20671299,,Both,uM
HMDB0007362,DG(20:0/18:1(11Z)/0:0),0.008 - 0.013 - 0.018,blood,20671299,,Both,uM
HMDB0007363,DG(20:0/18:1(9Z)/0:0),0.008 - 0.013 - 0.018,blood,20671299,,Both,uM
HMDB0007364,"DG(20:0/18:2(9Z,12Z)/0:0)",0.012 - 0.022 - 0.032,blood,20671299,,Both,uM
HMDB0007365,"DG(20:0/18:3(6Z,9Z,12Z)/0:0)",0.26 - 0.28 - 0.3,blood,20671299,,Both,uM
HMDB0007366,"DG(20:0/18:3(9Z,12Z,15Z)/0:0)",0.26 - 0.28 - 0.3,blood,20671299,,Both,uM
HMDB0007367,"DG(20:0/18:4(6Z,9Z,12Z,15Z)/0:0)",0.83 - 0.94 - 1.05,blood,20671299,,Both,uM
HMDB0007373,"DG(20:0/20:4(5Z,8Z,11Z,14Z)/0:0)",0.032 - 0.036 - 0.04,blood,20671299,,Both,uM
HMDB0007374,"DG(20:0/20:4(8Z,11Z,14Z,17Z)/0:0)",0.032 - 0.036 - 0.04,blood,20671299,,Both,uM
HMDB0007385,DG(20:1(11Z)/14:0/0:0),3.25 - 3.87 - 4.49,blood,20671299,,Both,uM
HMDB0007386,DG(20:1(11Z)/14:1(9Z)/0:0),2.46 - 2.82 - 3.18,blood,20671299,,Both,uM
HMDB0007388,DG(20:1(11Z)/16:0/0:0),0.91 - 1.24 - 1.57,blood,20671299,,Both,uM
HMDB0007389,DG(20:1(11Z)/16:1(9Z)/0:0),3.52 - 4.06 - 4.6,blood,20671299,,Both,uM
HMDB0007390,DG(20:1(11Z)/18:0/0:0),0.008 - 0.013 - 0.018,blood,20671299,,Both,uM
HMDB0007391,DG(20:1(11Z)/18:1(11Z)/0:0),0.012 - 0.022 - 0.032,blood,20671299,,Both,uM
HMDB0007392,DG(20:1(11Z)/18:1(9Z)/0:0),0.012 - 0.022 - 0.032,blood,20671299,,Both,uM
HMDB0007393,"DG(20:1(11Z)/18:2(9Z,12Z)/0:0)",0.26 - 0.28 - 0.3,blood,20671299,,Both,uM
HMDB0007394,"DG(20:1(11Z)/18:3(6Z,9Z,12Z)/0:0)",0.83 - 0.94 - 1.05,blood,20671299,,Both,uM
HMDB0007395,"DG(20:1(11Z)/18:3(9Z,12Z,15Z)/0:0)",0.83 - 0.94 - 1.05,blood,20671299,,Both,uM
HMDB0007396,"DG(20:1(11Z)/18:4(6Z,9Z,12Z,15Z)/0:0)",1.41 - 1.61 - 1.81,blood,20671299,,Both,uM
HMDB0007400,"DG(20:1(11Z)/20:3(5Z,8Z,11Z)/0:0)",0.032 - 0.036 - 0.04,blood,20671299,,Both,uM
HMDB0007401,"DG(20:1(11Z)/20:3(8Z,11Z,14Z)/0:0)",0.032 - 0.036 - 0.04,blood,20671299,,Both,uM
HMDB0007404,"DG(20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",0.222 - 0.254 - 0.286,blood,20671299,,Both,uM
HMDB0007414,"DG(20:2(11Z,14Z)/14:0/0:0)",2.46 - 2.82 - 3.18,blood,20671299,,Both,uM
HMDB0007415,"DG(20:2(11Z,14Z)/14:1(9Z)/0:0)",1.48 - 1.65 - 1.82,blood,20671299,,Both,uM
HMDB0007417,"DG(20:2(11Z,14Z)/16:0/0:0)",3.52 - 4.06 - 4.6,blood,20671299,,Both,uM
HMDB0007418,"DG(20:2(11Z,14Z)/16:1(9Z)/0:0)",7.1 - 8.1 - 9.1,blood,20671299,,Both,uM
HMDB0007419,"DG(20:2(11Z,14Z)/18:0/0:0)",0.012 - 0.022 - 0.032,blood,20671299,,Both,uM
HMDB0007420,"DG(20:2(11Z,14Z)/18:1(11Z)/0:0)",0.26 - 0.28 - 0.3,blood,20671299,,Both,uM
HMDB0007421,"DG(20:2(11Z,14Z)/18:1(9Z)/0:0)",0.26 - 0.28 - 0.3,blood,20671299,,Both,uM
HMDB0007422,"DG(20:2(11Z,14Z)/18:2(9Z,12Z)/0:0)",0.83 - 0.94 - 1.05,blood,20671299,,Both,uM
HMDB0007423,"DG(20:2(11Z,14Z)/18:3(6Z,9Z,12Z)/0:0)",1.41 - 1.61 - 1.81,blood,20671299,,Both,uM
HMDB0007424,"DG(20:2(11Z,14Z)/18:3(9Z,12Z,15Z)/0:0)",1.41 - 1.61 - 1.81,blood,20671299,,Both,uM
HMDB0007425,"DG(20:2(11Z,14Z)/18:4(6Z,9Z,12Z,15Z)/0:0)",1.064 - 1.137 - 1.21,blood,20671299,,Both,uM
HMDB0007428,"DG(20:2(11Z,14Z)/20:2(11Z,14Z)/0:0)",0.032 - 0.036 - 0.04,blood,20671299,,Both,uM
HMDB0007431,"DG(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0)",0.222 - 0.254 - 0.286,blood,20671299,,Both,uM
HMDB0007432,"DG(20:2(11Z,14Z)/20:4(8Z,11Z,14Z,17Z)/0:0)",0.222 - 0.254 - 0.286,blood,20671299,,Both,uM
HMDB0007433,"DG(20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",0.242 - 0.31 - 0.378,blood,20671299,,Both,uM
HMDB0007443,"DG(20:3(5Z,8Z,11Z)/14:0/0:0)",1.48 - 1.65 - 1.82,blood,20671299,,Both,uM
HMDB0007444,"DG(20:3(5Z,8Z,11Z)/14:1(9Z)/0:0)",0.092 - 0.173 - 0.254,blood,20671299,,Both,uM
HMDB0007446,"DG(20:3(5Z,8Z,11Z)/16:0/0:0)",7.1 - 8.1 - 9.1,blood,20671299,,Both,uM
HMDB0007447,"DG(20:3(5Z,8Z,11Z)/16:1(9Z)/0:0)",4.63 - 5.28 - 5.93,blood,20671299,,Both,uM
HMDB0007448,"DG(20:3(5Z,8Z,11Z)/18:0/0:0)",0.26 - 0.28 - 0.3,blood,20671299,,Both,uM
HMDB0007449,"DG(20:3(5Z,8Z,11Z)/18:1(11Z)/0:0)",0.83 - 0.94 - 1.05,blood,20671299,,Both,uM
HMDB0007450,"DG(20:3(5Z,8Z,11Z)/18:1(9Z)/0:0)",0.83 - 0.94 - 1.05,blood,20671299,,Both,uM
HMDB0007451,"DG(20:3(5Z,8Z,11Z)/18:2(9Z,12Z)/0:0)",1.41 - 1.61 - 1.81,blood,20671299,,Both,uM
HMDB0007452,"DG(20:3(5Z,8Z,11Z)/18:3(6Z,9Z,12Z)/0:0)",1.064 - 1.137 - 1.21,blood,20671299,,Both,uM
HMDB0007453,"DG(20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z)/0:0)",1.064 - 1.137 - 1.21,blood,20671299,,Both,uM
HMDB0007456,"DG(20:3(5Z,8Z,11Z)/20:1(11Z)/0:0)",0.032 - 0.036 - 0.04,blood,20671299,,Both,uM
HMDB0007458,"DG(20:3(5Z,8Z,11Z)/20:3(5Z,8Z,11Z)/0:0)",0.222 - 0.254 - 0.286,blood,20671299,,Both,uM
HMDB0007459,"DG(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z)/0:0)",0.222 - 0.254 - 0.286,blood,20671299,,Both,uM
HMDB0007460,"DG(20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z)/0:0)",0.242 - 0.31 - 0.378,blood,20671299,,Both,uM
HMDB0007461,"DG(20:3(5Z,8Z,11Z)/20:4(8Z,11Z,14Z,17Z)/0:0)",0.242 - 0.31 - 0.378,blood,20671299,,Both,uM
HMDB0007472,"DG(20:3(8Z,11Z,14Z)/14:0/0:0)",1.48 - 1.65 - 1.82,blood,20671299,,Both,uM
HMDB0007473,"DG(20:3(8Z,11Z,14Z)/14:1(9Z)/0:0)",0.092 - 0.173 - 0.254,blood,20671299,,Both,uM
HMDB0007475,"DG(20:3(8Z,11Z,14Z)/16:0/0:0)",7.1 - 8.1 - 9.1,blood,20671299,,Both,uM
HMDB0007476,"DG(20:3(8Z,11Z,14Z)/16:1(9Z)/0:0)",4.63 - 5.28 - 5.93,blood,20671299,,Both,uM
HMDB0007477,"DG(20:3(8Z,11Z,14Z)/18:0/0:0)",0.26 - 0.28 - 0.3,blood,20671299,,Both,uM
HMDB0007478,"DG(20:3(8Z,11Z,14Z)/18:1(11Z)/0:0)",0.83 - 0.94 - 1.05,blood,20671299,,Both,uM
HMDB0007479,"DG(20:3(8Z,11Z,14Z)/18:1(9Z)/0:0)",0.83 - 0.94 - 1.05,blood,20671299,,Both,uM
HMDB0007480,"DG(20:3(8Z,11Z,14Z)/18:2(9Z,12Z)/0:0)",1.41 - 1.61 - 1.81,blood,20671299,,Both,uM
HMDB0007481,"DG(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z)/0:0)",1.064 - 1.137 - 1.21,blood,20671299,,Both,uM
HMDB0007482,"DG(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z)/0:0)",1.064 - 1.137 - 1.21,blood,20671299,,Both,uM
HMDB0007485,"DG(20:3(8Z,11Z,14Z)/20:1(11Z)/0:0)",0.032 - 0.036 - 0.04,blood,20671299,,Both,uM
HMDB0007487,"DG(20:3(8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/0:0)",0.222 - 0.254 - 0.286,blood,20671299,,Both,uM
HMDB0007488,"DG(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z)/0:0)",0.222 - 0.254 - 0.286,blood,20671299,,Both,uM
HMDB0007489,"DG(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0)",0.242 - 0.31 - 0.378,blood,20671299,,Both,uM
HMDB0007490,"DG(20:3(8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z)/0:0)",0.242 - 0.31 - 0.378,blood,20671299,,Both,uM
HMDB0007501,"DG(20:4(5Z,8Z,11Z,14Z)/14:0/0:0)",0.092 - 0.173 - 0.254,blood,20671299,,Both,uM
HMDB0007504,"DG(20:4(5Z,8Z,11Z,14Z)/16:0/0:0)",4.63 - 5.28 - 5.93,blood,20671299,,Both,uM
HMDB0007505,"DG(20:4(5Z,8Z,11Z,14Z)/16:1(9Z)/0:0)",0.938 - 0.961 - 0.984,blood,20671299,,Both,uM
HMDB0007506,"DG(20:4(5Z,8Z,11Z,14Z)/18:0/0:0)",0.83 - 0.94 - 1.05,blood,20671299,,Both,uM
HMDB0007507,"DG(20:4(5Z,8Z,11Z,14Z)/18:1(11Z)/0:0)",1.41 - 1.61 - 1.81,blood,20671299,,Both,uM
HMDB0007508,"DG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/0:0)",1.41 - 1.61 - 1.81,blood,20671299,,Both,uM
HMDB0007509,"DG(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/0:0)",1.064 - 1.137 - 1.21,blood,20671299,,Both,uM
HMDB0007513,"DG(20:4(5Z,8Z,11Z,14Z)/20:0/0:0)",0.032 - 0.036 - 0.04,blood,20671299,,Both,uM
HMDB0007515,"DG(20:4(5Z,8Z,11Z,14Z)/20:2(11Z,14Z)/0:0)",0.222 - 0.254 - 0.286,blood,20671299,,Both,uM
HMDB0007516,"DG(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/0:0)",0.242 - 0.31 - 0.378,blood,20671299,,Both,uM
HMDB0007517,"DG(20:4(5Z,8Z,11Z,14Z)/20:3(8Z,11Z,14Z)/0:0)",0.242 - 0.31 - 0.378,blood,20671299,,Both,uM
HMDB0007530,"DG(20:4(8Z,11Z,14Z,17Z)/14:0/0:0)",0.092 - 0.173 - 0.254,blood,20671299,,Both,uM
HMDB0007533,"DG(20:4(8Z,11Z,14Z,17Z)/16:0/0:0)",4.63 - 5.28 - 5.93,blood,20671299,,Both,uM
HMDB0007534,"DG(20:4(8Z,11Z,14Z,17Z)/16:1(9Z)/0:0)",0.938 - 0.961 - 0.984,blood,20671299,,Both,uM
HMDB0007535,"DG(20:4(8Z,11Z,14Z,17Z)/18:0/0:0)",0.83 - 0.94 - 1.05,blood,20671299,,Both,uM
HMDB0007536,"DG(20:4(8Z,11Z,14Z,17Z)/18:1(11Z)/0:0)",1.41 - 1.61 - 1.81,blood,20671299,,Both,uM
HMDB0007537,"DG(20:4(8Z,11Z,14Z,17Z)/18:1(9Z)/0:0)",1.41 - 1.61 - 1.81,blood,20671299,,Both,uM
HMDB0007538,"DG(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/0:0)",1.064 - 1.137 - 1.21,blood,20671299,,Both,uM
HMDB0007542,"DG(20:4(8Z,11Z,14Z,17Z)/20:0/0:0)",0.032 - 0.036 - 0.04,blood,20671299,,Both,uM
HMDB0007544,"DG(20:4(8Z,11Z,14Z,17Z)/20:2(11Z,14Z)/0:0)",0.222 - 0.254 - 0.286,blood,20671299,,Both,uM
HMDB0007545,"DG(20:4(8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z)/0:0)",0.242 - 0.31 - 0.378,blood,20671299,,Both,uM
HMDB0007546,"DG(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z)/0:0)",0.242 - 0.31 - 0.378,blood,20671299,,Both,uM
HMDB0007562,"DG(20:5(5Z,8Z,11Z,14Z,17Z)/16:0/0:0)",0.938 - 0.961 - 0.984,blood,20671299,,Both,uM
HMDB0007564,"DG(20:5(5Z,8Z,11Z,14Z,17Z)/18:0/0:0)",1.41 - 1.61 - 1.81,blood,20671299,,Both,uM
HMDB0007565,"DG(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z)/0:0)",1.064 - 1.137 - 1.21,blood,20671299,,Both,uM
HMDB0007566,"DG(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z)/0:0)",1.064 - 1.137 - 1.21,blood,20671299,,Both,uM
HMDB0007572,"DG(20:5(5Z,8Z,11Z,14Z,17Z)/20:1(11Z)/0:0)",0.222 - 0.254 - 0.286,blood,20671299,,Both,uM
HMDB0007573,"DG(20:5(5Z,8Z,11Z,14Z,17Z)/20:2(11Z,14Z)/0:0)",0.242 - 0.31 - 0.378,blood,20671299,,Both,uM
HMDB0007588,DG(22:0/14:0/0:0),0.5 - 0.69 - 0.88,blood,20671299,,Both,uM
HMDB0007589,DG(22:0/14:1(9Z)/0:0),0.91 - 1.24 - 1.57,blood,20671299,,Both,uM
HMDB0007592,DG(22:0/16:1(9Z)/0:0),0.008 - 0.013 - 0.018,blood,20671299,,Both,uM
HMDB0007599,"DG(22:0/18:4(6Z,9Z,12Z,15Z)/0:0)",0.032 - 0.036 - 0.04,blood,20671299,,Both,uM
HMDB0007617,DG(22:1(13Z)/14:0/0:0),0.91 - 1.24 - 1.57,blood,20671299,,Both,uM
HMDB0007618,DG(22:1(13Z)/14:1(9Z)/0:0),3.52 - 4.06 - 4.6,blood,20671299,,Both,uM
HMDB0007620,DG(22:1(13Z)/16:0/0:0),0.008 - 0.013 - 0.018,blood,20671299,,Both,uM
HMDB0007621,DG(22:1(13Z)/16:1(9Z)/0:0),0.012 - 0.022 - 0.032,blood,20671299,,Both,uM
HMDB0007626,"DG(22:1(13Z)/18:3(6Z,9Z,12Z)/0:0)",0.032 - 0.036 - 0.04,blood,20671299,,Both,uM
HMDB0007627,"DG(22:1(13Z)/18:3(9Z,12Z,15Z)/0:0)",0.032 - 0.036 - 0.04,blood,20671299,,Both,uM
HMDB0007646,"DG(22:2(13Z,16Z)/14:0/0:0)",3.52 - 4.06 - 4.6,blood,20671299,,Both,uM
HMDB0007647,"DG(22:2(13Z,16Z)/14:1(9Z)/0:0)",7.1 - 8.1 - 9.1,blood,20671299,,Both,uM
HMDB0007649,"DG(22:2(13Z,16Z)/16:0/0:0)",0.012 - 0.022 - 0.032,blood,20671299,,Both,uM
HMDB0007650,"DG(22:2(13Z,16Z)/16:1(9Z)/0:0)",0.26 - 0.28 - 0.3,blood,20671299,,Both,uM
HMDB0007654,"DG(22:2(13Z,16Z)/18:2(9Z,12Z)/0:0)",0.032 - 0.036 - 0.04,blood,20671299,,Both,uM
HMDB0007657,"DG(22:2(13Z,16Z)/18:4(6Z,9Z,12Z,15Z)/0:0)",0.222 - 0.254 - 0.286,blood,20671299,,Both,uM
HMDB0007675,"DG(22:4(7Z,10Z,13Z,16Z)/14:0/0:0)",4.63 - 5.28 - 5.93,blood,20671299,,Both,uM
HMDB0007676,"DG(22:4(7Z,10Z,13Z,16Z)/14:1(9Z)/0:0)",0.938 - 0.961 - 0.984,blood,20671299,,Both,uM
HMDB0007678,"DG(22:4(7Z,10Z,13Z,16Z)/16:0/0:0)",0.83 - 0.94 - 1.05,blood,20671299,,Both,uM
HMDB0007679,"DG(22:4(7Z,10Z,13Z,16Z)/16:1(9Z)/0:0)",1.41 - 1.61 - 1.81,blood,20671299,,Both,uM
HMDB0007680,"DG(22:4(7Z,10Z,13Z,16Z)/18:0/0:0)",0.032 - 0.036 - 0.04,blood,20671299,,Both,uM
HMDB0007683,"DG(22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z)/0:0)",0.222 - 0.254 - 0.286,blood,20671299,,Both,uM
HMDB0007684,"DG(22:4(7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z)/0:0)",0.242 - 0.31 - 0.378,blood,20671299,,Both,uM
HMDB0007685,"DG(22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z)/0:0)",0.242 - 0.31 - 0.378,blood,20671299,,Both,uM
HMDB0007704,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/14:0/0:0)",0.938 - 0.961 - 0.984,blood,20671299,,Both,uM
HMDB0007707,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/0:0)",1.41 - 1.61 - 1.81,blood,20671299,,Both,uM
HMDB0007708,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/0:0)",1.064 - 1.137 - 1.21,blood,20671299,,Both,uM
HMDB0007710,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z)/0:0)",0.222 - 0.254 - 0.286,blood,20671299,,Both,uM
HMDB0007711,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/0:0)",0.222 - 0.254 - 0.286,blood,20671299,,Both,uM
HMDB0007712,"DG(22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z)/0:0)",0.242 - 0.31 - 0.378,blood,20671299,,Both,uM
HMDB0007733,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/14:0/0:0)",0.938 - 0.961 - 0.984,blood,20671299,,Both,uM
HMDB0007736,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/16:0/0:0)",1.41 - 1.61 - 1.81,blood,20671299,,Both,uM
HMDB0007737,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z)/0:0)",1.064 - 1.137 - 1.21,blood,20671299,,Both,uM
HMDB0007739,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/0:0)",0.222 - 0.254 - 0.286,blood,20671299,,Both,uM
HMDB0007740,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/0:0)",0.222 - 0.254 - 0.286,blood,20671299,,Both,uM
HMDB0007741,"DG(22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/0:0)",0.242 - 0.31 - 0.378,blood,20671299,,Both,uM
HMDB0007765,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0/0:0)",1.064 - 1.137 - 1.21,blood,20671299,,Both,uM
HMDB0007767,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0/0:0)",0.222 - 0.254 - 0.286,blood,20671299,,Both,uM
HMDB0007768,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/0:0)",0.242 - 0.31 - 0.378,blood,20671299,,Both,uM
HMDB0007769,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/0:0)",0.242 - 0.31 - 0.378,blood,20671299,,Both,uM
HMDB0007792,DG(24:0/14:1(9Z)/0:0),0.008 - 0.013 - 0.018,blood,20671299,,Both,uM
HMDB0007820,DG(24:1(15Z)/14:0/0:0),0.008 - 0.013 - 0.018,blood,20671299,,Both,uM
HMDB0007821,DG(24:1(15Z)/14:1(9Z)/0:0),0.012 - 0.022 - 0.032,blood,20671299,,Both,uM
HMDB0007858,PA(16:0/18:1(11Z)),0.135 - 0.147 - 0.159,blood,20671299,,Both,uM
HMDB0007859,PA(16:0/18:1(9Z)),0.135 - 0.147 - 0.159,blood,20671299,,Both,uM
HMDB0007860,"PA(16:0/18:2(9Z,12Z))",0.129 - 0.144 - 0.159,blood,20671299,,Both,uM
HMDB0007861,"PA(18:0/18:2(9Z,12Z))",0.176 - 0.223 - 0.27,blood,20671299,,Both,uM
HMDB0007862,PA(18:1(11Z)/18:1(11Z)),0.176 - 0.223 - 0.27,blood,20671299,,Both,uM
HMDB0007863,PA(18:1(11Z)/18:1(9Z)),0.176 - 0.223 - 0.27,blood,20671299,,Both,uM
HMDB0007864,PA(18:1(9Z)/18:1(11Z)),0.176 - 0.223 - 0.27,blood,20671299,,Both,uM
HMDB0007865,PA(18:1(9Z)/18:1(9Z)),0.176 - 0.223 - 0.27,blood,20671299,,Both,uM
HMDB0007867,PC(14:0/14:1(9Z)),0.003 - 0.006 - 0.02,urine,24023812,,Both,umol/mmol creatinine
HMDB0007867,PC(14:0/14:1(9Z)),0.004 - 0.0061 - 0.0082,urine,,"Mordechai, Hien, and David S. Wishart",Not Specified,umol/mmol creatinine
HMDB0007869,PC(14:0/16:0),3.08 - 4.73 - 6.38,blood,28278231,,Both,uM
HMDB0007871,PC(14:0/18:0),0.0013 - 0.0035 - 0.0071,urine,24023812,,Both,umol/mmol creatinine
HMDB0007871,PC(14:0/18:0),0 - 0.198 - 0.547,saliva,,"Zerihun T. Dame, Farid Aziat, Rupasri Mandal, Ram Krishnamurthy, Souhaila Bouatra, Shima Borzouie, An Chi Guo, Tanvir Sajed, Lu Deng, Hong Lin, Philip Liu, Edison Dong, David S. Wishart """"The human saliva metabolome"""" Metabolomics (2015) DOI 10.1007/s11306-015-0840-5",Both,uM
HMDB0007871,PC(14:0/18:0),12.09 - 15.1 - 18.11,blood,28278231,,Both,uM
HMDB0007872,PC(14:0/18:1(11Z)),0 - 0.0024 - 0.0074,urine,,"Mordechai, Hien, and David S. Wishart",Not Specified,umol/mmol creatinine
HMDB0007872,PC(14:0/18:1(11Z)),8.7 - 16.6 - 24.5,blood,28278231,,Both,uM
HMDB0007873,PC(14:0/18:1(9Z)),8.7 - 16.6 - 24.5,blood,28278231,,Both,uM
HMDB0007874,"PC(14:0/18:2(9Z,12Z))",0.0001 - 0.00055 - 0.0015,urine,24023812,,Both,umol/mmol creatinine
HMDB0007874,"PC(14:0/18:2(9Z,12Z))",2.55 - 4.02 - 5.49,blood,28278231,,Both,uM
HMDB0007875,"PC(14:0/18:3(6Z,9Z,12Z))",0.0003 - 0.00092 - 0.0025,urine,24023812,,Both,umol/mmol creatinine
HMDB0007875,"PC(14:0/18:3(6Z,9Z,12Z))",0.37 - 0.49 - 0.61,blood,28278231,,Both,uM
HMDB0007876,"PC(14:0/18:3(9Z,12Z,15Z))",0.0003 - 0.00092 - 0.0025,urine,24023812,,Both,umol/mmol creatinine
HMDB0007876,"PC(14:0/18:3(9Z,12Z,15Z))",0.37 - 0.49 - 0.61,blood,28278231,,Both,uM
HMDB0007879,PC(14:0/20:1(11Z)),0.0023 - 0.0077 - 0.05,urine,24023812,,Both,umol/mmol creatinine
HMDB0007879,PC(14:0/20:1(11Z)),0.132 - 0.214 - 0.296,saliva,,"Zerihun T. Dame, Farid Aziat, Rupasri Mandal, Ram Krishnamurthy, Souhaila Bouatra, Shima Borzouie, An Chi Guo, Tanvir Sajed, Lu Deng, Hong Lin, Philip Liu, Edison Dong, David S. Wishart """"The human saliva metabolome"""" Metabolomics (2015) DOI 10.1007/s11306-015-0840-5",Both,uM
HMDB0007879,PC(14:0/20:1(11Z)),0 - 0.0397 - 0.1531,urine,,"Mordechai, Hien, and David S. Wishart",Not Specified,umol/mmol creatinine
HMDB0007879,PC(14:0/20:1(11Z)),190.9 - 242.2 - 293.5,blood,28278231,,Both,uM
HMDB0007880,"PC(14:0/20:2(11Z,14Z))",0.0016 - 0.0047 - 0.024,urine,24023812,,Both,umol/mmol creatinine
HMDB0007880,"PC(14:0/20:2(11Z,14Z))",0.097 - 0.187 - 0.277,saliva,,"Zerihun T. Dame, Farid Aziat, Rupasri Mandal, Ram Krishnamurthy, Souhaila Bouatra, Shima Borzouie, An Chi Guo, Tanvir Sajed, Lu Deng, Hong Lin, Philip Liu, Edison Dong, David S. Wishart """"The human saliva metabolome"""" Metabolomics (2015) DOI 10.1007/s11306-015-0840-5",Both,uM
HMDB0007880,"PC(14:0/20:2(11Z,14Z))",0 - 0.0602 - 0.218,urine,,"Mordechai, Hien, and David S. Wishart",Not Specified,umol/mmol creatinine
HMDB0007880,"PC(14:0/20:2(11Z,14Z))",344.1 - 413.3 - 482.5,blood,28278231,,Both,uM
HMDB0007881,"PC(14:0/20:3(5Z,8Z,11Z))",0.011 - 0.016 - 0.021,saliva,,"Zerihun T. Dame, Farid Aziat, Rupasri Mandal, Ram Krishnamurthy, Souhaila Bouatra, Shima Borzouie, An Chi Guo, Tanvir Sajed, Lu Deng, Hong Lin, Philip Liu, Edison Dong, David S. Wishart """"The human saliva metabolome"""" Metabolomics (2015) DOI 10.1007/s11306-015-0840-5",Both,uM
HMDB0007881,"PC(14:0/20:3(5Z,8Z,11Z))",0 - 0.0026 - 0.0084,urine,,"Mordechai, Hien, and David S. Wishart",Not Specified,umol/mmol creatinine
HMDB0007881,"PC(14:0/20:3(5Z,8Z,11Z))",11.29 - 15.9 - 20.51,blood,28278231,,Both,uM
HMDB0007882,"PC(14:0/20:3(8Z,11Z,14Z))",0.011 - 0.016 - 0.021,saliva,,"Zerihun T. Dame, Farid Aziat, Rupasri Mandal, Ram Krishnamurthy, Souhaila Bouatra, Shima Borzouie, An Chi Guo, Tanvir Sajed, Lu Deng, Hong Lin, Philip Liu, Edison Dong, David S. Wishart """"The human saliva metabolome"""" Metabolomics (2015) DOI 10.1007/s11306-015-0840-5",Both,uM
HMDB0007882,"PC(14:0/20:3(8Z,11Z,14Z))",11.29 - 15.9 - 20.51,blood,28278231,,Both,uM
HMDB0007883,"PC(14:0/20:4(5Z,8Z,11Z,14Z))",0.0002 - 0.0023 - 0.018,urine,24023812,,Both,umol/mmol creatinine
HMDB0007883,"PC(14:0/20:4(5Z,8Z,11Z,14Z))",0.0001 - 0.0019 - 0.0037,urine,,"Mordechai, Hien, and David S. Wishart",Not Specified,umol/mmol creatinine
HMDB0007883,"PC(14:0/20:4(5Z,8Z,11Z,14Z))",1.21 - 1.87 - 2.53,blood,28278231,,Both,uM
HMDB0007884,"PC(14:0/20:4(8Z,11Z,14Z,17Z))",0.0002 - 0.0023 - 0.018,urine,24023812,,Both,umol/mmol creatinine
HMDB0007884,"PC(14:0/20:4(8Z,11Z,14Z,17Z))",1.21 - 1.87 - 2.53,blood,28278231,,Both,uM
HMDB0007886,PC(14:0/22:0),0.0123 - 0.0223 - 0.0323,urine,,"Mordechai, Hien, and David S. Wishart",Not Specified,umol/mmol creatinine
HMDB0007886,PC(14:0/22:0),1.63 - 2.52 - 3.41,blood,28278231,,Both,uM
HMDB0007887,PC(14:0/22:1(13Z)),0.0006 - 0.0034 - 0.025,urine,24023812,,Both,umol/mmol creatinine
