"",id,trait,note,group_name,mr,year,author,sex,pmid,population,unit,sample_size,nsnp,build,category,subcategory,ontology,ncase,consortium,ncontrol,priority,sd
"14268",ukb-e-23122_AFR,Arm predicted mass (right),NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,6454,15531823,HG19/GRCh37,Continuous,NA,NA,6454,NA,0,0,
"14269",ukb-b-17049,"Non-cancer illness code, self-reported: tonsiltis",20002#1598: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,462933,9851867,HG19/GRCh37,Binary,NA,NA,3205,MRC-IEU,459728,1,
"14270",ukb-b-8374,Cappuccino intake,100290: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,64942,9851867,HG19/GRCh37,Categorical Ordered,NA,NA,,MRC-IEU,,1,
"14271",ukb-e-104550_AFR,Peach/nectarine intake,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,1207,15533528,HG19/GRCh37,Continuous,NA,NA,1207,NA,0,0,
"14272",finn-b-I9_OTHINTRACRA_EXNONE,Other intracranial haemorrhages (no controls excluded),I9_OTHINTRACRA_EXNONE,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,331,NA,218461,0,
"14273",ubm-a-2603,NET100 1447,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14274",ukb-e-403_EAS,Number of times snap-button pressed,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2608,8261496,HG19/GRCh37,Continuous,NA,NA,2608,NA,0,0,
"14275",ukb-b-11188,Used an inhaler for chest within last hour,3090: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,424873,9851867,HG19/GRCh37,Binary,NA,NA,3070,MRC-IEU,421803,1,
"14276",ebi-a-GCST90011672,OTU99_7 (Lachnospiraceae) prevalence,NA,public,1,2021,R<U+00FC>hlemann MC,NA,33462482,European,NA,8956,5402767,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14277",ebi-a-GCST90001856,CD3 on CD39+ secreting CD4 regulatory T cell,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,2919,14849624,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14278",ieu-b-38,systolic blood pressure,NA,public,1,2018,"Evangelou, E",Males and Females,30224653,European,NA,757601,7088083,HG19/GRCh37,Continuous,Blood pressure,NA,,International Consortium of Blood Pressure,,0,
"14279",ieu-a-999,Body fat,89% European. SD value corresponds to original distribution,public,1,2016,Lu,Males and Females,26833246,European,SD (%),100716,3228665,HG19/GRCh37,Risk factor,Anthropometric,NA,,NA,,1,6.81
"14280",ebi-a-GCST90010166,Pentraxin-related protein PTX3 levels,NA,public,1,2020,Gilly A,NA,33303764,European,NA,1292,18153996,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14281",finn-b-M13_TENDOSYNOVITISNAS,Other/unspecified synovitis and tenosynovitis,M13_TENDOSYNOVITISNAS,public,1,2021,NA,Males and Females,,European,NA,,16380318,HG19/GRCh37,Binary,NA,NA,1955,NA,167641,0,
"14282",ebi-a-GCST90001696,CD45RA- CD28- CD8+ T cell %CD8+ T cell,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3425,15138016,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14283",ebi-a-GCST008030,Estimated glomerular filtration rate,NA,public,1,2019,Wojcik GL,NA,31217584,Hispanic or Latin American,NA,18548,30110744,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14284",ukb-e-20086_p2_CSA,Type of special diet followed,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,1469,9794267,HG19/GRCh37,Binary,NA,NA,371,NA,1098,0,
"14285",ubm-a-3055,DKTatlas rh precuneus thickness,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8411,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14286",finn-b-VIRALPNEUMOKNOWN,"Viral pneumonia (known virus, not influenza)",VIRALPNEUMOKNOWN,public,1,2021,NA,Males and Females,,European,NA,,16380456,HG19/GRCh37,Binary,NA,NA,763,NA,212707,0,
"14287",ubm-a-1746,NET100 0590,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14288",finn-b-M13_BICIPITALTEND,Bicipital tendinitis,M13_BICIPITALTEND,public,1,2021,NA,Males and Females,,European,NA,,16380306,HG19/GRCh37,Binary,NA,NA,691,NA,167641,0,
"14289",finn-b-K11_IBD,Inflammatory bowel disease,K11_IBD,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,5673,NA,213119,0,
"14290",ieu-a-77,Waist-to-hip ratio,,public,1,2015,Shungin D,Males,25673412,European,SD,94429,2207530,HG19/GRCh37,Risk factor,Anthropometric,NA,,GIANT,,6,0.0741601501
"14291",ukb-e-23111_MID,Leg fat percentage (right),NA,public,1,2020,Pan-UKB team,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1535,11904531,HG19/GRCh37,Continuous,NA,NA,1535,NA,0,0,
"14292",ebi-a-GCST90001448,CD11c+ monocyte Absolute Count,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3020,14981478,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14293",ebi-a-GCST90011512,TestASV_34 (Phascolarctobacterium) abundance,NA,public,1,2021,R<U+00FC>hlemann MC,NA,33462482,European,NA,8956,5433335,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14294",ukb-e-30740_AFR,Glucose,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,5750,15530680,HG19/GRCh37,Continuous,NA,NA,5750,NA,0,0,
"14295",ukb-e-23125_CSA,Arm fat-free mass (left),NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8655,9811401,HG19/GRCh37,Continuous,NA,NA,8655,NA,0,0,
"14296",ubm-a-1132,NET25 0186,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14297",ukb-e-30620_CSA,Alanine aminotransferase,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8407,9811826,HG19/GRCh37,Continuous,NA,NA,8407,NA,0,0,
"14298",ieu-a-65,Waist circumference,,public,1,2015,Shungin D,Males,25673412,European,SD (cm),104405,2302005,HG19/GRCh37,Risk factor,Anthropometric,NA,,GIANT,,6,12.52
"14299",ukb-e-796_CSA,Distance between home and job workplace,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,4345,9810414,HG19/GRCh37,Continuous,NA,NA,4345,NA,0,0,
"14300",ukb-b-8685,Diagnoses - secondary ICD10: N85.8 Other specified noninflammatory disorders of uterus,41204#N858: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,1450,MRC-IEU,461560,1,
"14301",ieu-b-4810,Breast cancer,see doi for further information,public,1,2021,Burrows,Females,,European,NA,212402,,HG19/GRCh37,Disease,Cancer,EFO_0000305,13879,UK Biobank,198523,0,
"14302",ukb-e-30050_AFR,Mean corpuscular haemoglobin,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,6281,15531695,HG19/GRCh37,Continuous,NA,NA,6281,NA,0,0,
"14303",finn-b-I9_LYMPHADE,Nonspesific lymphadenitis,I9_LYMPHADE,public,1,2021,NA,Males and Females,,European,NA,,16380396,HG19/GRCh37,Binary,NA,NA,1009,NA,190028,0,
"14304",ukb-e-23129_AFR,Trunk fat-free mass,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,6451,15531715,HG19/GRCh37,Continuous,NA,NA,6451,NA,0,0,
"14305",ubm-a-1314,NET100 0158,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14306",ukb-e-513_CSA,Respiratory abnormalities,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8876,9802652,HG19/GRCh37,Binary,NA,NA,361,NA,8515,0,
"14307",ubm-a-2878,a2009s rh G pariet inf-Supramar area,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8411,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14308",ubm-a-483,IDP dMRI TBSS L3 Tapetum L,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7532,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14309",finn-b-ALCOPOLYNEU,Alcohol induced polyneuropathy (ALCOPOLYNEU),ALCOPOLYNEU,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,125,NA,218667,0,
"14310",ukb-b-1503,Savoury biscuits intake,102470: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,64949,9851867,HG19/GRCh37,Categorical Ordered,NA,NA,,MRC-IEU,,1,
"14311",finn-b-CD2_BENIGN_STOMACH,Benign neoplasm: Stomach,CD2_BENIGN_STOMACH,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,1252,NA,217540,0,
"14312",ebi-a-GCST005842,Ischemic stroke (cardioembolic),NA,public,1,2018,Malik R,NA,29531354,European,logOR,211763,7954834,HG19/GRCh37,NA,NA,NA,7193,NA,406111,0,
"14313",ukb-d-2664_4,Reason for reducing amount of alcohol drunk: Financial reasons,NA,public,1,2018,Neale lab,Males and Females,,European,NA,134033,12649485,HG19/GRCh37,Binary,NA,NA,7054,NA,126979,0,
"14314",ebi-a-GCST90001665,CD28+ CD45RA+ CD8dim T cell %CD8dim T cell,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3440,15147619,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14315",ebi-a-GCST90002057,CD8 on Terminally Differentiated CD8+ T cell,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,2911,14842950,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14316",ukb-a-15,Daytime dozing / sleeping (narcolepsy),NA,public,1,2017,Neale,Males and Females,,European,SD,336082,10894596,HG19/GRCh37,NA,NA,NA,,Neale Lab,,1,
"14317",ubm-a-1923,NET100 0767,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14318",ukb-e-835_CSA,Internal derangement of knee,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8792,9808627,HG19/GRCh37,Binary,NA,NA,399,NA,8393,0,
"14319",ukb-b-3923,Operative procedures - main OPCS: F02.1 Excision of lesion of lip,41200#F021: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,1194,MRC-IEU,461816,1,
"14320",ubm-a-2710,volume MaskVol-to-eTIV,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8411,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14321",ebi-a-GCST90011334,G_Oscillibacter abundance,NA,public,1,2021,R<U+00FC>hlemann MC,NA,33462482,European,NA,8956,5440302,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14322",ukb-e-3077_AFR,Seating box height,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,6554,15532022,HG19/GRCh37,Continuous,NA,NA,6554,NA,0,0,
"14323",ukb-e-1883_EAS,Number of full sisters,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2582,8252652,HG19/GRCh37,Continuous,NA,NA,2582,NA,0,0,
"14324",ukb-e-22702_CSA,Home location - east co-ordinate (rounded),NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8876,9812109,HG19/GRCh37,Continuous,NA,NA,8876,NA,0,0,
"14325",finn-b-O15_PREG_HYDAT,Hydatidiform mole,O15_PREG_HYDAT,public,1,2021,NA,Males and Females,,European,NA,,16378810,HG19/GRCh37,Binary,NA,NA,206,NA,89340,0,
"14326",ieu-b-4812,25 hydroxyvitamin D level,NA,public,1,2020,Manousaki et al.,Males and Females,,European,NA,441291,16668957,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14327",ukb-b-1998,Number of unenthusiastic/disinterested episodes,5386: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,38371,9851867,HG19/GRCh37,Categorical Ordered,NA,NA,,MRC-IEU,,1,
"14328",ukb-e-41245_p18_AFR,Main speciality of consultant (recoded),NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,6606,15527587,HG19/GRCh37,Binary,NA,NA,1401,NA,5205,0,
"14329",ukb-b-12472,Operative procedures - secondary OPCS: C79.5 Internal tamponade of retina using gas,41210#C795: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,1013,MRC-IEU,461997,1,
"14330",ukb-a-404,Current employment status: In paid employment or self-employed,NA,public,1,2017,Neale,Males and Females,,European,SD,336252,10894596,HG19/GRCh37,NA,NA,NA,190779,Neale Lab,145473,1,
"14331",ukb-e-2090_AFR,"Seen doctor (GP) for nerves, anxiety, tension or depression",NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,6463,15522980,HG19/GRCh37,Binary,NA,NA,1447,NA,5016,0,
"14332",ubm-a-3115,a2009s rh S collat transv post thickness,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8411,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14333",finn-b-CD2_BENIGN_RECTOSIGMOID_JUNC_EXALLC,Benign neoplasm: Rectosigmoid junction (all cancers excluded),CD2_BENIGN_RECTOSIGMOID_JUNC_EXALLC,public,1,2021,NA,Males and Females,,European,NA,,16380337,HG19/GRCh37,Binary,NA,NA,485,NA,180452,0,
"14334",ubm-a-599,IDP dMRI TBSS ISOVF Posterior limb of internal capsule L,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7532,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14335",ubm-a-2292,NET100 1136,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14336",ubm-a-1302,NET100 0146,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14337",ukb-b-9696,Diagnoses - main ICD10: Z53.8 Procedure not carried out for other reasons,41202#Z538: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,1155,MRC-IEU,461855,1,
"14338",finn-b-F5_SCHOLA,Specific development disorders of scholastic skills,F5_SCHOLA,public,1,2021,NA,Males and Females,,European,NA,,16380460,HG19/GRCh37,Binary,NA,NA,599,NA,216829,0,
"14339",finn-b-CD2_BENIGN_PITUITARY_CRANIPHAR,"Benign neoplasm: Pituitary gland, craniopharyngeal duct",CD2_BENIGN_PITUITARY_CRANIPHAR,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,735,NA,218057,0,
"14340",finn-b-K11_OESSTODUO,"Diseases of oesophagus, stomach and duodenum",K11_OESSTODUO,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,29097,NA,189695,0,
"14341",ebi-a-GCST90017004,Gut microbiota abundance (genus Eubacterium ruminantium group id.11340),NA,public,1,2021,Kurilshikov A,NA,33462485,European,NA,14306,5427661,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14342",ukb-a-576,Diagnoses - main ICD10: N40 Hyperplasia of prostate,NA,public,1,2017,Neale,Males and Females,,European,SD,337199,10894596,HG19/GRCh37,NA,NA,NA,3140,Neale Lab,334059,1,
"14343",ebi-a-GCST004423,Macrophage Migration Inhibitory Factor levels,NA,public,1,2016,Ahola-Olli AV,NA,27989323,European,NA,3494,9537573,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14344",ebi-a-GCST90011465,OTU99_558 (Bacteroidales) abundance,NA,public,1,2021,R<U+00FC>hlemann MC,NA,33462482,European,NA,8956,5455423,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14345",ebi-a-GCST90001916,CD45 on CD4+ T cell,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3113,14903739,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14346",ukb-b-17043,PCT where patients GP was registered: OXFORD CITY PCT,41230#5DW: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,2017,MRC-IEU,460993,1,
"14347",ubm-a-1966,NET100 0810,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14348",finn-b-M13_TRANSSYNOVITIS,Transient synovitis,M13_TRANSSYNOVITIS,public,1,2021,NA,Males and Females,,European,NA,,16380305,HG19/GRCh37,Binary,NA,NA,109,NA,167641,0,
"14349",finn-b-N14_DYSPLACERVUT,Dysplasia of cervi uteri,N14_DYSPLACERVUT,public,1,2021,NA,Males and Females,,European,NA,,16376783,HG19/GRCh37,Binary,NA,NA,4246,NA,68969,0,
"14350",ebi-a-GCST90001519,CD33+ HLA DR+ CD14- %CD33+ HLA DR+,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,1858,14304991,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14351",ukb-e-recode23_CSA,NA,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8876,9799061,HG19/GRCh37,Binary,NA,NA,339,NA,8537,0,
"14352",finn-b-DM_RETINOPATHY_EXMORE,Diabetic retinopathy (more controls excluded),DM_RETINOPATHY_EXMORE,public,1,2021,NA,Males and Females,,European,NA,,16380347,HG19/GRCh37,Binary,NA,NA,14584,NA,176010,0,
"14353",ukb-d-20126_0,Bipolar and major depression status: No Bipolar or Depression,NA,public,1,2018,Neale lab,Males and Females,,European,NA,86895,13562962,HG19/GRCh37,Binary,NA,NA,62825,NA,24070,0,
"14354",ubm-a-480,IDP dMRI TBSS L3 Uncinate fasciculus R,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7532,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14355",finn-b-R18_ABNORMAL_FINDI_NIPPLE_DISCH_SYNOVIAL_FLUID_WOUND_SECRE,Abnormal findings in nipple discharge synovial fluid wound secretions,R18_ABNORMAL_FINDI_NIPPLE_DISCH_SYNOVIAL_FLUID_WOUND_SECRE,public,1,2021,NA,Males and Females,,European,NA,,16380441,HG19/GRCh37,Binary,NA,NA,158,NA,209006,0,
"14356",ebi-a-GCST90002336,Mean corpuscular volume,NA,public,1,2020,Chen MH,NA,32888493,Hispanic or Latin American,NA,9298,26673728,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14357",ukb-e-3393_CSA,Hearing aid user,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,6817,9696362,HG19/GRCh37,Binary,NA,NA,217,NA,6600,0,
"14358",ubm-a-2112,NET100 0956,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14359",ukb-a-212,Illnesses of mother: None of the above (group 2),NA,public,1,2017,Neale,Males and Females,,European,SD,308780,10894596,HG19/GRCh37,NA,NA,NA,241462,Neale Lab,71488,1,
"14360",ukb-e-5118_CSA,6mm cylindrical power (left),NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,3284,9797278,HG19/GRCh37,Continuous,NA,NA,3284,NA,0,0,
"14361",ieu-a-49,Hip circumference,,public,1,2015,Shungin D,Males and Females,25673412,European,SD (cm),213038,2559739,HG19/GRCh37,Risk factor,Anthropometric,NA,,GIANT,,2,8.4548
"14362",ubm-a-3001,a2009s lh Pole temporal thickness,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8411,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14363",ubm-a-1340,NET100 0184,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14364",ukb-b-19262,Treatment/medication code: zinc product,20003#1140888538: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,462933,9851867,HG19/GRCh37,Binary,NA,NA,3088,MRC-IEU,459845,1,
"14365",ebi-a-GCST90016596,ADHD vs autism spectrum disorder (ordinary least squares (OLS)),NA,public,1,2021,Peyrot WJ,NA,33686288,NA,NA,37480,5782746,HG19/GRCh37,NA,NA,NA,19099,NA,18381,0,
"14366",ukb-b-16256,PCT where patients GP was registered: MANCHESTER PCT,41230#5NT: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,2470,MRC-IEU,460540,1,
"14367",ukb-b-18113,"Non-cancer illness code, self-reported: asthma",20002#1111: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,462933,9851867,HG19/GRCh37,Binary,NA,NA,53598,MRC-IEU,409335,1,
"14368",ukb-e-102830_CSA,Soft cheese intake,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,1469,9797409,HG19/GRCh37,Continuous,NA,NA,1469,NA,0,0,
"14369",ukb-e-1538_p2_CSA,Major dietary changes in the last 5 years,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8578,9810205,HG19/GRCh37,Binary,NA,NA,1766,NA,6812,0,
"14370",ukb-b-18948,Operative procedures - main OPCS: K75.3 Percutaneous transluminal balloon angioplasty and insertion of 1-2 stents into coronary artery,41200#K753: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,1213,MRC-IEU,461797,1,
"14371",ukb-b-14765,"Diagnoses - main ICD10: D64.9 Anaemia, unspecified",41202#D649: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,3709,MRC-IEU,459301,1,
"14372",ebi-a-GCST90012107,Sex hormone-binding globulin levels,NA,public,1,2020,Ruth KS,NA,32042192,European,NA,189473,16140044,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14373",ukb-d-22617_4211,Job SOC coding: Medical secretaries,NA,public,1,2018,Neale lab,Males and Females,,European,NA,91149,9362160,HG19/GRCh37,Binary,NA,NA,1040,NA,90109,0,
"14374",finn-b-APPENDACUT_COMPLIC,"Acute appendicitis, with complications",APPENDACUT_COMPLIC,public,1,2021,NA,Males and Females,,European,NA,,16380433,HG19/GRCh37,Binary,NA,NA,3728,NA,201886,0,
"14375",finn-b-Z21_PERSONAL_HISTORY_OTH_DISEA_CONDI,Personal history of other diseases and conditions,Z21_PERSONAL_HISTORY_OTH_DISEA_CONDI,public,1,2021,NA,Males and Females,,European,NA,,16380405,HG19/GRCh37,Binary,NA,NA,1292,NA,195047,0,
"14376",ebi-a-GCST90001748,CD20 on IgD+ CD38- B cell,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3645,15045785,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14377",ubm-a-3074,a2009s rh G cingul-Post-ventral thickness,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8411,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14378",ukb-b-10821,External causes: W01.9 Unspecified place,41201#W019: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,1079,MRC-IEU,461931,1,
"14379",ukb-e-5201_AFR,"logMAR, final (right)",NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,3455,15537316,HG19/GRCh37,Continuous,NA,NA,3455,NA,0,0,
"14380",ukb-e-41247_p1_AFR,Patient classification on admission (recoded),NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,6636,15517133,HG19/GRCh37,Binary,NA,NA,4181,NA,2455,0,
"14381",ubm-a-2489,NET100 1333,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14382",ukb-e-23125_MID,Arm fat-free mass (left),NA,public,1,2020,Pan-UKB team,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1535,11904531,HG19/GRCh37,Continuous,NA,NA,1535,NA,0,0,
"14383",ukb-e-24006_MID,Particulate matter air pollution (pm2.5); 2010,NA,public,1,2020,Pan-UKB team,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1516,11892533,HG19/GRCh37,Continuous,NA,NA,1516,NA,0,0,
"14384",ebi-a-GCST011078,COVID-19 (very severe respiratory confirmed vs population) RELEASE 5,NA,public,1,2020,COVID-19 Host Genetics Initiative,NA,32404885,European,NA,1059456,9817241,HG19/GRCh37,NA,NA,NA,4792,NA,1054664,0,
"14385",ukb-b-17538,Types of spreads/sauces consumed: Mayonnaise,20088#342: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,64949,9851867,HG19/GRCh37,Binary,NA,NA,5346,MRC-IEU,59603,1,
"14386",ieu-a-1046,Pallidum volume,adjusted for intracranial volume,public,1,2015,Hibar,Males and Females,25607358,European,mm3,30717,7270265,HG19/GRCh37,Risk factor,Psychiatric / neurological,NA,,ENIGMA,,1,
"14387",ukb-b-8882,Astigmatism angle (right),5088: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,99380,9851867,HG19/GRCh37,Continuous,NA,NA,,MRC-IEU,,1,
"14388",ubm-a-2838,DKTatlas rh parstriangularis area,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8411,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14389",ukb-e-30030_CSA,Haematocrit percentage,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8532,9812502,HG19/GRCh37,Continuous,NA,NA,8532,NA,0,0,
"14390",ebi-a-GCST90016671,Visceral adipose tissue volume,NA,public,1,2021,Liu Y,NA,34128465,European,NA,32860,9275407,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14391",ukb-e-4291_EAS,Number of attempts,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,1183,8309864,HG19/GRCh37,Binary,NA,NA,654,NA,529,0,
